,t1,t4,t5,t6,t1n,t4n,t5n,t6n,x,y
283,-73.54,-70.77,-78.58,-74.03,-75.54,-76.73,-75.02,-75.91,1.2,0.8
284,-73.28,-71.22,-78.54,-74.02,-76.35,-73.76,-78.99,-68.48,1.3,0.8
285,-73.01,-71.66,-78.51,-74.0,-68.03,-100,-72.13,-75.18,1.4,0.8
286,-72.73,-72.08,-78.47,-73.99,-70.99,-63.85,-82.51,-70.96,1.5,0.8
287,-72.44,-72.49,-78.44,-73.97,-100,-71.78,-71.66,-69.36,1.6,0.8
288,-72.14,-72.88,-78.4,-73.96,-100,-77.25,-81.14,-74.46,1.7,0.8
289,-71.83,-73.26,-78.37,-73.94,-80.66,-70.94,-71.57,-70.11,1.8,0.8
290,-71.5,-73.63,-78.35,-73.92,-100,-70.67,-76.66,-74.02,1.9,0.8
291,-71.17,-73.98,-78.32,-73.91,-78.75,-77.06,-80.96,-71.24,2.0,0.8
292,-70.82,-74.32,-78.29,-73.89,-100,-76.47,-76.05,-68.12,2.1,0.8
293,-70.46,-74.65,-78.27,-73.87,-78.85,-66.94,-74.09,-73.99,2.2,0.8
294,-70.09,-74.96,-78.25,-73.85,-66.84,-72.34,-82.51,-79.46,2.3,0.8
295,-69.71,-75.27,-78.23,-73.83,-65.8,-75.72,-72.1,-76.69,2.4,0.8
296,-69.32,-75.56,-78.21,-73.8,-68.13,-72.52,-80.58,-66.68,2.5,0.8
297,-68.93,-75.85,-78.19,-73.78,-63.55,-70.28,-76.08,-75.8,2.6,0.8
298,-68.55,-76.12,-78.18,-73.76,-76.25,-100,-73.75,-72.61,2.7,0.8
299,-68.17,-76.39,-78.17,-73.74,-70.84,-79.13,-71.84,-67.76,2.8,0.8
300,-67.82,-76.65,-78.16,-73.71,-71.17,-76.23,-77.47,-75.39,2.9,0.8
301,-67.51,-76.91,-78.15,-73.69,-100,-75.98,-85.17,-75.99,3.0,0.8
302,-67.26,-77.15,-78.14,-73.66,-61.55,-100,-82.02,-68.06,3.1,0.8
303,-67.07,-77.39,-78.14,-73.64,-65.35,-86.54,-91.55,-75.29,3.2,0.8
304,-66.98,-77.62,-78.14,-73.61,-69.26,-82.97,-100,-73.96,3.3,0.8
305,-67.71,-77.68,-78.02,-73.66,-69.11,-82.97,-84.59,-78.17,3.3,0.9
306,-67.79,-77.45,-78.02,-73.68,-66.36,-74.64,-87.35,-65.46,3.2,0.9
307,-67.93,-77.22,-78.02,-73.71,-77.64,-75.63,-68.42,-75.97,3.1,0.9
308,-68.14,-76.98,-78.03,-73.74,-71.97,-78.38,-78.41,-71.47,3.0,0.9
309,-68.4,-76.73,-78.04,-73.76,-67.34,-75.33,-73.02,-67.77,2.9,0.9
310,-68.69,-76.47,-78.05,-73.78,-65.31,-74.18,-80.7,-79.36,2.8,0.9
311,-69.01,-76.21,-78.06,-73.81,-63.89,-82.12,-85.59,-100,2.7,0.9
312,-69.35,-75.94,-78.08,-73.83,-66.96,-75.85,-64.01,-67.52,2.6,0.9
313,-69.69,-75.66,-78.09,-73.85,-64.56,-76.06,-68.2,-74.23,2.5,0.9
314,-70.04,-75.37,-78.11,-73.88,-76.74,-73.55,-72.86,-74.49,2.4,0.9
315,-70.38,-75.07,-78.13,-73.9,-63.41,-85.67,-76.59,-79.2,2.3,0.9
316,-70.72,-74.77,-78.15,-73.92,-71.49,-100,-79.68,-75.6,2.2,0.9
317,-71.05,-74.45,-78.18,-73.94,-75.02,-73.9,-73.96,-71.38,2.1,0.9
318,-71.38,-74.12,-78.2,-73.96,-64.49,-71.31,-71.92,-78.59,2.0,0.9
319,-71.69,-73.78,-78.23,-73.98,-66.18,-73.16,-73.84,-75.53,1.9,0.9
320,-72.0,-73.43,-78.26,-74.0,-76.3,-75.75,-100,-73.08,1.8,0.9
321,-72.29,-73.07,-78.29,-74.01,-79.45,-72.39,-79.32,-70.67,1.7,0.9
322,-72.58,-72.7,-78.33,-74.03,-100,-74.72,-83.02,-75.84,1.6,0.9
323,-72.86,-72.31,-78.36,-74.05,-77.65,-75.33,-83.94,-100,1.5,0.9
324,-73.13,-71.91,-78.4,-74.06,-63.38,-70.92,-80.28,-66.8,1.4,0.9
325,-73.38,-71.5,-78.44,-74.07,-70.16,-59.57,-77.38,-70.41,1.3,0.9
326,-73.64,-71.08,-78.47,-74.09,-75.1,-64.1,-70.94,-74.2,1.2,0.9
327,-73.88,-70.65,-78.52,-74.1,-74.1,-65.28,-100,-77.61,1.1,0.9
328,-74.11,-70.21,-78.56,-74.11,-83.58,-73.48,-100,-73.92,1.0,0.9
329,-74.34,-69.77,-78.6,-74.12,-75.96,-75.86,-100,-71.81,0.9,0.9
330,-74.56,-69.32,-78.64,-74.13,-76.79,-70.89,-70.52,-73.45,0.8,0.9
331,-74.78,-68.89,-78.69,-74.14,-73.73,-78.08,-72.75,-100,0.7,0.9
332,-74.98,-68.46,-78.74,-74.14,-67.88,-71.57,-81.28,-65.18,0.6,0.9
333,-75.19,-68.07,-78.78,-74.15,-68.9,-64.91,-85.37,-76.11,0.5,0.9
334,-75.38,-67.71,-78.83,-74.15,-72.21,-68.2,-78.74,-72.42,0.4,0.9
335,-75.57,-67.41,-78.88,-74.16,-74.0,-100,-86.92,-74.05,0.3,0.9
336,-75.76,-67.18,-78.93,-74.16,-71.32,-64.45,-76.42,-66.62,0.2,0.9
337,-75.94,-67.04,-78.99,-74.16,-83.58,-100,-75.79,-77.34,0.1,0.9
338,-76.12,-66.99,-79.04,-74.16,-71.44,-100,-78.2,-75.26,0.0,0.9
339,-76.16,-67.84,-78.95,-74.22,-70.43,-76.97,-82.3,-71.79,0.0,1.0
340,-75.99,-67.87,-78.89,-74.22,-79.59,-67.62,-83.69,-73.21,0.1,1.0
341,-75.81,-67.99,-78.84,-74.22,-70.32,-67.22,-81.4,-75.58,0.2,1.0
342,-75.63,-68.18,-78.79,-74.22,-100,-67.56,-100,-70.04,0.3,1.0
343,-75.44,-68.43,-78.74,-74.21,-73.65,-71.8,-77.22,-100,0.4,1.0
344,-75.25,-68.73,-78.69,-74.21,-81.65,-73.16,-76.05,-75.08,0.5,1.0
345,-75.05,-69.07,-78.64,-74.2,-79.18,-78.19,-77.24,-77.24,0.6,1.0
346,-74.85,-69.43,-78.59,-74.2,-67.45,-73.15,-74.77,-75.04,0.7,1.0
347,-74.64,-69.82,-78.54,-74.19,-76.75,-67.48,-74.93,-100,0.8,1.0
348,-74.43,-70.21,-78.5,-74.18,-74.55,-67.87,-80.08,-67.39,0.9,1.0
349,-74.21,-70.61,-78.45,-74.17,-69.48,-66.97,-77.5,-78.82,1.0,1.0
350,-73.98,-71.01,-78.41,-74.16,-74.56,-72.9,-80.73,-78.4,1.1,1.0
351,-73.74,-71.41,-78.37,-74.15,-74.32,-84.75,-85.87,-79.29,1.2,1.0
352,-73.5,-71.8,-78.33,-74.13,-100,-69.71,-80.24,-67.36,1.3,1.0
353,-73.25,-72.18,-78.29,-74.12,-100,-74.46,-74.78,-71.25,1.4,1.0
354,-72.99,-72.55,-78.25,-74.1,-69.91,-72.47,-100,-78.35,1.5,1.0
355,-72.73,-72.92,-78.22,-74.09,-69.71,-73.21,-100,-100,1.6,1.0
356,-72.46,-73.27,-78.18,-74.07,-67.54,-100,-71.56,-67.2,1.7,1.0
357,-72.18,-73.62,-78.15,-74.05,-75.77,-69.8,-84.93,-71.01,1.8,1.0
358,-71.89,-73.95,-78.12,-74.03,-70.5,-67.71,-88.21,-81.14,1.9,1.0
359,-71.59,-74.28,-78.09,-74.01,-67.85,-81.02,-77.19,-82.15,2.0,1.0
360,-71.29,-74.59,-78.06,-73.99,-72.73,-73.06,-83.55,-100,2.1,1.0
361,-70.99,-74.9,-78.04,-73.97,-73.3,-68.64,-82.02,-73.27,2.2,1.0
362,-70.68,-75.2,-78.01,-73.95,-69.07,-81.16,-75.6,-69.38,2.3,1.0
363,-70.36,-75.49,-77.99,-73.93,-66.36,-77.78,-72.76,-69.72,2.4,1.0
364,-70.05,-75.77,-77.97,-73.91,-66.0,-73.67,-79.64,-75.66,2.5,1.0
365,-69.75,-76.04,-77.96,-73.88,-62.58,-100,-67.03,-70.31,2.6,1.0
366,-69.46,-76.3,-77.94,-73.86,-100,-75.53,-82.03,-100,2.7,1.0
367,-69.18,-76.56,-77.93,-73.83,-75.51,-70.14,-76.4,-75.28,2.8,1.0
368,-68.93,-76.81,-77.92,-73.81,-73.37,-73.65,-100,-64.71,2.9,1.0
369,-68.72,-77.05,-77.91,-73.78,-67.78,-81.38,-81.93,-78.93,3.0,1.0
370,-68.55,-77.29,-77.9,-73.76,-100,-100,-90.14,-75.5,3.1,1.0
371,-68.43,-77.52,-77.9,-73.73,-59.66,-76.96,-82.92,-75.59,3.2,1.0
372,-68.37,-77.75,-77.9,-73.7,-71.23,-73.77,-83.53,-72.05,3.3,1.0
373,-68.96,-77.82,-77.77,-73.75,-67.79,-77.27,-82.33,-83.24,3.3,1.1
374,-69.01,-77.6,-77.77,-73.78,-62.93,-82.76,-83.85,-73.33,3.2,1.1
375,-69.11,-77.37,-77.78,-73.81,-71.66,-79.32,-84.39,-71.49,3.1,1.1
376,-69.25,-77.14,-77.78,-73.83,-58.78,-76.13,-79.13,-73.86,3.0,1.1
377,-69.44,-76.9,-77.79,-73.86,-69.87,-72.54,-76.25,-72.02,2.9,1.1
378,-69.65,-76.65,-77.81,-73.88,-69.9,-78.75,-73.45,-72.72,2.8,1.1
379,-69.89,-76.4,-77.82,-73.91,-100,-100,-73.85,-100,2.7,1.1
380,-70.14,-76.14,-77.83,-73.93,-60.86,-77.91,-75.74,-74.46,2.6,1.1
381,-70.41,-75.88,-77.85,-73.96,-66.3,-75.54,-76.18,-75.24,2.5,1.1
382,-70.69,-75.61,-77.87,-73.98,-72.8,-75.07,-70.69,-77.55,2.4,1.1
383,-70.97,-75.33,-77.89,-74.01,-72.61,-79.45,-79.41,-82.89,2.3,1.1
384,-71.26,-75.04,-77.92,-74.03,-67.5,-77.04,-77.9,-67.36,2.2,1.1
385,-71.54,-74.75,-77.94,-74.05,-72.8,-73.61,-78.42,-75.74,2.1,1.1
386,-71.82,-74.44,-77.97,-74.07,-65.31,-75.42,-71.36,-79.19,2.0,1.1
387,-72.09,-74.13,-78.0,-74.09,-75.62,-62.96,-79.42,-79.47,1.9,1.1
388,-72.36,-73.81,-78.03,-74.11,-75.28,-75.64,-100,-70.17,1.8,1.1
389,-72.63,-73.48,-78.07,-74.13,-75.66,-73.61,-75.75,-58.05,1.7,1.1
390,-72.89,-73.15,-78.1,-74.14,-74.9,-80.73,-75.48,-76.62,1.6,1.1
391,-73.14,-72.8,-78.14,-74.16,-67.51,-67.71,-72.84,-100,1.5,1.1
392,-73.38,-72.45,-78.18,-74.18,-100,-68.85,-76.41,-71.23,1.4,1.1
393,-73.62,-72.1,-78.22,-74.19,-72.15,-73.43,-82.89,-81.38,1.3,1.1
394,-73.86,-71.74,-78.26,-74.21,-69.71,-75.79,-78.24,-100,1.2,1.1
395,-74.08,-71.37,-78.3,-74.22,-69.27,-68.42,-76.82,-75.86,1.1,1.1
396,-74.3,-71.01,-78.35,-74.23,-73.61,-68.53,-79.71,-70.59,1.0,1.1
397,-74.52,-70.65,-78.39,-74.24,-79.71,-65.34,-100,-81.58,0.9,1.1
398,-74.73,-70.3,-78.44,-74.25,-78.07,-100,-72.44,-60.71,0.8,1.1
399,-74.93,-69.96,-78.49,-74.26,-68.22,-100,-100,-75.98,0.7,1.1
400,-75.13,-69.64,-78.54,-74.27,-100,-64.01,-100,-76.98,0.6,1.1
401,-75.32,-69.35,-78.59,-74.27,-78.54,-65.63,-82.25,-74.89,0.5,1.1
402,-75.51,-69.1,-78.64,-74.28,-75.67,-68.59,-100,-100,0.4,1.1
403,-75.69,-68.89,-78.69,-74.28,-76.03,-64.56,-80.76,-74.48,0.3,1.1
404,-75.87,-68.73,-78.75,-74.28,-75.62,-63.39,-79.93,-73.24,0.2,1.1
405,-76.05,-68.63,-78.8,-74.29,-76.12,-65.32,-85.42,-79.93,0.1,1.1
406,-76.22,-68.6,-78.86,-74.29,-83.74,-75.8,-77.7,-75.75,0.0,1.1
407,-76.27,-69.29,-78.77,-74.35,-68.41,-69.53,-79.75,-72.82,0.0,1.2
408,-76.11,-69.32,-78.71,-74.35,-84.19,-72.73,-72.29,-79.26,0.1,1.2
409,-75.94,-69.4,-78.65,-74.35,-69.45,-63.13,-80.34,-71.95,0.2,1.2
410,-75.76,-69.54,-78.6,-74.35,-81.39,-72.77,-78.67,-78.16,0.3,1.2
411,-75.58,-69.72,-78.54,-74.34,-72.88,-68.25,-75.52,-73.72,0.4,1.2
412,-75.4,-69.94,-78.49,-74.34,-77.74,-73.97,-77.57,-100,0.5,1.2
413,-75.21,-70.19,-78.44,-74.33,-77.2,-73.63,-81.79,-66.9,0.6,1.2
414,-75.02,-70.47,-78.39,-74.32,-73.22,-100,-87.26,-72.59,0.7,1.2
415,-74.82,-70.77,-78.34,-74.31,-68.46,-68.27,-100,-75.03,0.8,1.2
416,-74.62,-71.08,-78.29,-74.3,-71.07,-70.75,-70.61,-71.64,0.9,1.2
417,-74.41,-71.41,-78.24,-74.29,-72.57,-67.93,-79.56,-83.12,1.0,1.2
418,-74.2,-71.74,-78.2,-74.28,-100,-68.98,-79.66,-78.37,1.1,1.2
419,-73.98,-72.07,-78.15,-74.27,-68.89,-100,-79.98,-68.82,1.2,1.2
420,-73.75,-72.4,-78.11,-74.25,-73.0,-70.56,-71.47,-100,1.3,1.2
421,-73.52,-72.73,-78.07,-74.24,-100,-75.5,-83.0,-76.47,1.4,1.2
422,-73.29,-73.06,-78.03,-74.22,-71.09,-100,-78.24,-63.89,1.5,1.2
423,-73.05,-73.38,-77.99,-74.2,-100,-71.51,-76.11,-79.27,1.6,1.2
424,-72.81,-73.7,-77.95,-74.19,-100,-72.43,-75.41,-83.68,1.7,1.2
425,-72.56,-74.01,-77.92,-74.17,-72.42,-73.73,-74.66,-84.13,1.8,1.2
426,-72.3,-74.32,-77.88,-74.15,-77.67,-70.68,-79.5,-74.92,1.9,1.2
427,-72.05,-74.62,-77.85,-74.13,-73.55,-79.26,-74.02,-69.52,2.0,1.2
428,-71.79,-74.91,-77.82,-74.1,-100,-75.9,-69.92,-71.36,2.1,1.2
429,-71.53,-75.19,-77.8,-74.08,-74.92,-69.35,-72.77,-68.02,2.2,1.2
430,-71.27,-75.47,-77.77,-74.06,-79.7,-71.14,-76.79,-69.36,2.3,1.2
431,-71.01,-75.74,-77.75,-74.04,-71.56,-80.94,-81.05,-72.74,2.4,1.2
432,-70.76,-76.0,-77.73,-74.01,-63.62,-77.16,-77.94,-75.72,2.5,1.2
433,-70.52,-76.26,-77.71,-73.99,-72.08,-75.1,-85.49,-60.92,2.6,1.2
434,-70.3,-76.51,-77.69,-73.96,-66.94,-72.48,-86.23,-100,2.7,1.2
435,-70.09,-76.75,-77.68,-73.94,-71.03,-75.25,-77.15,-72.35,2.8,1.2
436,-69.91,-76.99,-77.67,-73.91,-64.54,-74.2,-74.7,-72.43,2.9,1.2
437,-69.75,-77.23,-77.66,-73.88,-64.79,-100,-90.67,-63.9,3.0,1.2
438,-69.63,-77.45,-77.65,-73.85,-66.87,-73.5,-80.49,-71.97,3.1,1.2
439,-69.54,-77.67,-77.65,-73.83,-67.01,-64.98,-76.42,-71.01,3.2,1.2
440,-69.5,-77.89,-77.65,-73.8,-69.91,-78.21,-84.68,-78.44,3.3,1.2
441,-70.0,-77.97,-77.52,-73.84,-60.9,-83.56,-85.02,-71.51,3.3,1.3
442,-70.04,-77.76,-77.52,-73.87,-71.4,-72.52,-71.19,-76.18,3.2,1.3
443,-70.11,-77.54,-77.52,-73.9,-76.73,-82.14,-72.08,-75.79,3.1,1.3
444,-70.21,-77.32,-77.53,-73.93,-72.41,-75.13,-77.29,-68.17,3.0,1.3
445,-70.35,-77.09,-77.54,-73.96,-68.32,-79.66,-82.01,-63.8,2.9,1.3
446,-70.51,-76.86,-77.55,-73.99,-67.07,-82.07,-74.82,-80.06,2.8,1.3
447,-70.69,-76.62,-77.57,-74.01,-67.25,-75.38,-75.16,-100,2.7,1.3
448,-70.89,-76.38,-77.58,-74.04,-68.79,-68.7,-81.83,-77.05,2.6,1.3
449,-71.1,-76.13,-77.6,-74.07,-76.39,-80.66,-84.6,-71.75,2.5,1.3
450,-71.33,-75.87,-77.62,-74.09,-80.01,-100,-76.97,-80.31,2.4,1.3
451,-71.56,-75.61,-77.65,-74.11,-65.75,-70.05,-74.59,-68.06,2.3,1.3
452,-71.8,-75.35,-77.67,-74.14,-70.75,-100,-80.01,-77.63,2.2,1.3
453,-72.04,-75.07,-77.7,-74.16,-100,-86.1,-78.33,-74.07,2.1,1.3
454,-72.28,-74.8,-77.73,-74.18,-82.41,-74.11,-75.32,-70.47,2.0,1.3
455,-72.52,-74.51,-77.76,-74.2,-68.76,-66.9,-70.86,-77.46,1.9,1.3
456,-72.75,-74.22,-77.8,-74.23,-68.99,-80.59,-81.13,-76.83,1.8,1.3
457,-72.99,-73.93,-77.83,-74.24,-74.01,-68.56,-77.05,-100,1.7,1.3
458,-73.22,-73.63,-77.87,-74.26,-71.72,-75.88,-100,-70.89,1.6,1.3
459,-73.45,-73.32,-77.91,-74.28,-80.96,-66.35,-100,-75.27,1.5,1.3
460,-73.67,-73.02,-77.95,-74.3,-80.82,-69.09,-87.67,-72.34,1.4,1.3
461,-73.89,-72.71,-78.0,-74.31,-63.09,-65.79,-79.46,-74.51,1.3,1.3
462,-74.1,-72.4,-78.04,-74.33,-100,-78.81,-85.75,-71.25,1.2,1.3
463,-74.31,-72.1,-78.09,-74.34,-76.08,-75.71,-77.11,-69.82,1.1,1.3
464,-74.52,-71.8,-78.13,-74.35,-80.58,-74.38,-83.3,-69.39,1.0,1.3
465,-74.72,-71.5,-78.18,-74.37,-80.55,-71.12,-77.7,-81.98,0.9,1.3
466,-74.92,-71.22,-78.23,-74.38,-71.15,-76.13,-67.08,-75.8,0.8,1.3
467,-75.11,-70.96,-78.28,-74.39,-71.87,-65.3,-77.51,-75.9,0.7,1.3
468,-75.3,-70.71,-78.34,-74.39,-70.06,-72.93,-69.97,-65.66,0.6,1.3
469,-75.48,-70.49,-78.39,-74.4,-68.84,-68.03,-73.94,-68.86,0.5,1.3
470,-75.66,-70.3,-78.44,-74.41,-70.76,-72.62,-100,-100,0.4,1.3
471,-75.83,-70.14,-78.5,-74.41,-79.42,-72.74,-81.56,-70.32,0.3,1.3
472,-76.0,-70.03,-78.56,-74.41,-100,-100,-75.99,-70.52,0.2,1.3
473,-76.17,-69.96,-78.61,-74.42,-75.49,-72.59,-74.1,-79.23,0.1,1.3
474,-76.34,-69.94,-78.67,-74.42,-80.15,-66.34,-86.85,-72.96,0.0,1.3
475,-76.4,-70.53,-78.58,-74.48,-81.34,-70.88,-75.15,-74.26,0.0,1.4
476,-76.24,-70.55,-78.52,-74.48,-74.97,-63.54,-72.54,-70.87,0.1,1.4
477,-76.08,-70.61,-78.46,-74.48,-77.43,-83.53,-100,-64.01,0.2,1.4
478,-75.91,-70.71,-78.4,-74.48,-66.98,-71.92,-79.96,-71.93,0.3,1.4
479,-75.74,-70.84,-78.35,-74.47,-70.5,-100,-78.33,-76.8,0.4,1.4
480,-75.56,-71.01,-78.29,-74.47,-65.71,-73.0,-80.9,-64.62,0.5,1.4
481,-75.39,-71.2,-78.23,-74.46,-72.93,-67.72,-74.76,-72.29,0.6,1.4
482,-75.2,-71.42,-78.18,-74.45,-68.56,-100,-82.28,-75.13,0.7,1.4
483,-75.02,-71.66,-78.13,-74.44,-72.16,-56.67,-76.38,-82.17,0.8,1.4
484,-74.83,-71.91,-78.07,-74.43,-65.85,-73.66,-81.32,-76.77,0.9,1.4
485,-74.63,-72.18,-78.02,-74.42,-78.82,-64.74,-85.34,-76.66,1.0,1.4
486,-74.44,-72.45,-77.98,-74.41,-72.02,-71.63,-85.99,-69.18,1.1,1.4
487,-74.23,-72.73,-77.93,-74.39,-67.44,-74.95,-66.63,-76.4,1.2,1.4
488,-74.03,-73.02,-77.88,-74.38,-76.59,-100,-79.59,-81.06,1.3,1.4
489,-73.82,-73.3,-77.84,-74.36,-59.16,-72.8,-81.78,-67.47,1.4,1.4
490,-73.61,-73.59,-77.8,-74.34,-82.89,-100,-76.88,-76.86,1.5,1.4
491,-73.39,-73.87,-77.75,-74.32,-70.25,-80.6,-76.52,-75.4,1.6,1.4
492,-73.17,-74.16,-77.72,-74.31,-69.67,-73.34,-81.44,-76.64,1.7,1.4
493,-72.95,-74.44,-77.68,-74.28,-85.76,-68.09,-73.11,-75.25,1.8,1.4
494,-72.73,-74.71,-77.64,-74.26,-68.65,-87.1,-81.04,-70.59,1.9,1.4
495,-72.51,-74.98,-77.61,-74.24,-71.36,-78.05,-84.46,-77.89,2.0,1.4
496,-72.28,-75.25,-77.58,-74.22,-74.97,-100,-84.29,-73.14,2.1,1.4
497,-72.06,-75.51,-77.55,-74.19,-71.91,-76.71,-71.29,-87.34,2.2,1.4
498,-71.85,-75.77,-77.52,-74.17,-70.93,-77.4,-100,-72.13,2.3,1.4
499,-71.64,-76.02,-77.5,-74.15,-67.61,-94.19,-80.04,-100,2.4,1.4
500,-71.44,-76.26,-77.48,-74.12,-78.11,-79.72,-79.87,-82.45,2.5,1.4
501,-71.24,-76.5,-77.46,-74.09,-76.95,-75.75,-82.61,-75.87,2.6,1.4
502,-71.07,-76.74,-77.44,-74.07,-76.32,-100,-72.12,-73.16,2.7,1.4
503,-70.9,-76.97,-77.42,-74.04,-76.15,-100,-74.66,-75.83,2.8,1.4
504,-70.76,-77.2,-77.41,-74.01,-72.23,-85.24,-77.07,-73.13,2.9,1.4
505,-70.65,-77.42,-77.4,-73.98,-72.92,-79.74,-81.68,-78.04,3.0,1.4
506,-70.55,-77.64,-77.39,-73.95,-62.83,-100,-77.66,-75.84,3.1,1.4
507,-70.49,-77.85,-77.39,-73.92,-78.01,-73.55,-78.29,-73.68,3.2,1.4
508,-70.46,-78.06,-77.39,-73.89,-58.95,-100,-66.94,-78.03,3.3,1.4
509,-70.89,-78.15,-77.25,-73.94,-68.3,-72.31,-83.12,-78.32,3.3,1.5
510,-70.92,-77.94,-77.25,-73.97,-100,-100,-76.06,-64.7,3.2,1.5
511,-70.97,-77.74,-77.26,-74.0,-82.5,-84.99,-81.05,-76.29,3.1,1.5
512,-71.05,-77.52,-77.27,-74.03,-70.86,-70.92,-81.58,-100,3.0,1.5
513,-71.16,-77.31,-77.28,-74.06,-59.68,-77.32,-77.46,-66.31,2.9,1.5
514,-71.28,-77.09,-77.29,-74.09,-100,-80.1,-71.95,-77.2,2.8,1.5
515,-71.42,-76.86,-77.31,-74.12,-72.93,-74.64,-68.19,-76.99,2.7,1.5
516,-71.58,-76.64,-77.32,-74.15,-68.15,-75.03,-78.4,-79.21,2.6,1.5
517,-71.76,-76.4,-77.35,-74.17,-100,-73.26,-78.78,-75.17,2.5,1.5
518,-71.94,-76.16,-77.37,-74.2,-73.58,-82.23,-84.33,-70.56,2.4,1.5
519,-72.13,-75.92,-77.39,-74.23,-75.05,-81.63,-100,-80.86,2.3,1.5
520,-72.33,-75.68,-77.42,-74.25,-73.18,-75.85,-100,-71.82,2.2,1.5
521,-72.53,-75.43,-77.45,-74.28,-100,-72.68,-73.9,-75.65,2.1,1.5
522,-72.74,-75.17,-77.48,-74.3,-69.35,-72.73,-78.4,-77.52,2.0,1.5
523,-72.94,-74.91,-77.52,-74.32,-74.84,-82.48,-71.46,-62.93,1.9,1.5
524,-73.15,-74.65,-77.56,-74.35,-67.46,-64.57,-76.59,-73.23,1.8,1.5
525,-73.36,-74.39,-77.59,-74.37,-78.43,-70.11,-74.13,-78.96,1.7,1.5
526,-73.57,-74.12,-77.63,-74.39,-76.3,-77.17,-84.45,-72.44,1.6,1.5
527,-73.77,-73.86,-77.68,-74.41,-82.2,-71.29,-81.65,-75.44,1.5,1.5
528,-73.97,-73.59,-77.72,-74.42,-75.72,-71.65,-81.54,-71.34,1.4,1.5
529,-74.17,-73.32,-77.77,-74.44,-75.35,-68.54,-80.72,-70.37,1.3,1.5
530,-74.37,-73.06,-77.81,-74.46,-74.13,-71.28,-76.7,-78.11,1.2,1.5
531,-74.56,-72.8,-77.86,-74.47,-75.47,-63.81,-81.92,-69.78,1.1,1.5
532,-74.75,-72.55,-77.91,-74.48,-100,-73.15,-67.81,-76.82,1.0,1.5
533,-74.94,-72.31,-77.97,-74.5,-69.96,-75.22,-70.64,-75.44,0.9,1.5
534,-75.12,-72.08,-78.02,-74.51,-90.99,-63.34,-79.8,-86.35,0.8,1.5
535,-75.3,-71.87,-78.07,-74.52,-73.61,-78.11,-80.36,-100,0.7,1.5
536,-75.48,-71.68,-78.13,-74.53,-71.41,-65.75,-72.1,-63.68,0.6,1.5
537,-75.65,-71.5,-78.19,-74.53,-77.43,-100,-77.55,-73.17,0.5,1.5
538,-75.82,-71.36,-78.24,-74.54,-78.19,-64.73,-80.64,-100,0.4,1.5
539,-75.99,-71.24,-78.3,-74.54,-80.19,-75.58,-75.67,-78.86,0.3,1.5
540,-76.15,-71.15,-78.36,-74.55,-84.74,-68.39,-81.46,-85.86,0.2,1.5
541,-76.31,-71.1,-78.42,-74.55,-100,-77.48,-78.62,-75.19,0.1,1.5
542,-76.47,-71.08,-78.49,-74.55,-87.6,-73.61,-74.76,-80.88,0.0,1.5
543,-76.54,-71.6,-78.39,-74.62,-78.39,-61.51,-84.08,-77.65,0.0,1.6
544,-76.39,-71.61,-78.33,-74.62,-75.06,-83.2,-82.46,-67.99,0.1,1.6
545,-76.23,-71.66,-78.27,-74.62,-80.95,-70.51,-74.81,-68.01,0.2,1.6
546,-76.07,-71.74,-78.2,-74.61,-100,-100,-80.06,-72.35,0.3,1.6
547,-75.91,-71.84,-78.14,-74.61,-84.17,-69.41,-71.43,-83.26,0.4,1.6
548,-75.74,-71.97,-78.08,-74.6,-78.12,-76.85,-88.94,-75.48,0.5,1.6
549,-75.58,-72.13,-78.02,-74.59,-100,-66.66,-72.56,-79.17,0.6,1.6
550,-75.41,-72.3,-77.97,-74.59,-82.07,-100,-82.24,-77.22,0.7,1.6
551,-75.23,-72.49,-77.91,-74.58,-79.45,-68.07,-79.04,-76.52,0.8,1.6
552,-75.05,-72.7,-77.86,-74.56,-78.8,-73.11,-67.82,-67.28,0.9,1.6
553,-74.87,-72.92,-77.8,-74.55,-73.67,-72.08,-62.31,-74.41,1.0,1.6
554,-74.69,-73.15,-77.75,-74.54,-67.9,-71.01,-70.66,-100,1.1,1.6
555,-74.51,-73.38,-77.7,-74.52,-76.46,-71.6,-100,-73.2,1.2,1.6
556,-74.32,-73.63,-77.65,-74.51,-100,-65.85,-72.19,-77.17,1.3,1.6
557,-74.13,-73.87,-77.6,-74.49,-71.33,-71.3,-83.68,-73.83,1.4,1.6
558,-73.94,-74.12,-77.56,-74.47,-72.75,-76.33,-80.5,-76.44,1.5,1.6
559,-73.74,-74.37,-77.51,-74.45,-69.92,-68.24,-86.4,-80.84,1.6,1.6
560,-73.55,-74.62,-77.47,-74.43,-81.22,-72.21,-78.47,-67.09,1.7,1.6
561,-73.35,-74.87,-77.43,-74.41,-75.02,-76.68,-69.59,-76.02,1.8,1.6
562,-73.16,-75.12,-77.39,-74.38,-73.28,-79.51,-82.78,-100,1.9,1.6
563,-72.97,-75.37,-77.36,-74.36,-66.8,-71.91,-100,-69.73,2.0,1.6
564,-72.78,-75.61,-77.32,-74.34,-73.61,-65.56,-100,-73.7,2.1,1.6
565,-72.59,-75.85,-77.29,-74.31,-72.5,-80.93,-79.52,-100,2.2,1.6
